node,WACC
AT,0.05056
BE,0.05056
BG,0.05056
CH,0.05056
CZ,0.05056
DE,0.05056
DK,0.05056
EE ,0.05056
EL ,0.05056
ES ,0.05056
FI,0.05056
FR,0.05056
HR ,0.05056
HU,0.05056
IE,0.05056
IT,0.05056
LT ,0.05056
LU ,0.05056
LV,0.05056
NL,0.05056
NO,0.05056
PL,0.05056
PT ,0.05056
RO,0.05056
SE,0.05056
SI,0.05056
SK ,0.05056
UK,0.05056
