node,WACC
AT,0.06491
BE,0.06491
BG,0.06491
CH,0.06491
CZ,0.06491
DE,0.06491
DK,0.06491
EE ,0.06491
EL ,0.06491
ES ,0.06491
FI,0.06491
FR,0.06491
HR ,0.06491
HU,0.06491
IE,0.06491
IT,0.06491
LT ,0.06491
LU ,0.06491
LV,0.06491
NL,0.06491
NO,0.06491
PL,0.06491
PT ,0.06491
RO,0.06491
SE,0.06491
SI,0.06491
SK ,0.06491
UK,0.06491
