node,WACC
AT,0.10991
BE,0.10811
BG,0.12987
CH,0.11108
CZ,0.13958
DE,0.105
DK,0.10897
EE ,0.12044
EL ,0.16096
ES ,0.12336
FI,0.1097
FR,0.10959
HR ,0.14181
HU,0.1384
IE,0.11721
IT,0.12033
LT ,0.11821
LU ,0.10477
LV,0.11621
NL,0.11059
NO,0.11417
PL,0.13067
PT ,0.12641
RO,0.13984
SE,0.11213
SI,0.12461
SK ,0.11263
UK,0.12059
