node,WACC
AT,0.0659
BE,0.0659
BG,0.0659
CH,0.0659
CZ,0.0659
DE,0.0659
DK,0.0659
EE ,0.0659
EL ,0.0659
ES ,0.0659
FI,0.0659
FR,0.0659
HR ,0.0659
HU,0.0659
IE,0.0659
IT,0.0659
LT ,0.0659
LU ,0.0659
LV,0.0659
NL,0.0659
NO,0.0659
PL,0.0659
PT ,0.0659
RO,0.0659
SE,0.0659
SI,0.0659
SK ,0.0659
UK,0.0659
