node,WACC
AT,0.05491
BE,0.05311
BG,0.07487
CH,0.05608
CZ,0.08458
DE,0.05
DK,0.05397
EE ,0.06544
EL ,0.10596
ES ,0.06836
FI,0.0547
FR,0.05459
HR ,0.08681
HU,0.0834
IE,0.06221
IT,0.06533
LT ,0.06321
LU ,0.04977
LV,0.06121
NL,0.05559
NO,0.05917
PL,0.07567
PT ,0.07141
RO,0.08484
SE,0.05713
SI,0.06961
SK ,0.05763
UK,0.06559
