node,WACC
AT,0.09282
BE,0.09282
BG,0.09282
CH,0.09282
CZ,0.09282
DE,0.09282
DK,0.09282
EE ,0.09282
EL ,0.09282
ES ,0.09282
FI,0.09282
FR,0.09282
HR ,0.09282
HU,0.09282
IE,0.09282
IT,0.09282
LT ,0.09282
LU ,0.09282
LV,0.09282
NL,0.09282
NO,0.09282
PL,0.09282
PT ,0.09282
RO,0.09282
SE,0.09282
SI,0.09282
SK ,0.09282
UK,0.09282
