node,WACC
AT,0.06548
BE,0.06548
BG,0.06548
CH,0.06548
CZ,0.06548
DE,0.06548
DK,0.06548
EE ,0.06548
EL ,0.06548
ES ,0.06548
FI,0.06548
FR,0.06548
HR ,0.06548
HU,0.06548
IE,0.06548
IT,0.06548
LT ,0.06548
LU ,0.06548
LV,0.06548
NL,0.06548
NO,0.06548
PL,0.06548
PT ,0.06548
RO,0.06548
SE,0.06548
SI,0.06548
SK ,0.06548
UK,0.06548
