node,WACC
AT,0.07031
BE,0.07031
BG,0.07031
CH,0.07031
CZ,0.07031
DE,0.07031
DK,0.07031
EE ,0.07031
EL ,0.07031
ES ,0.07031
FI,0.07031
FR,0.07031
HR ,0.07031
HU,0.07031
IE,0.07031
IT,0.07031
LT ,0.07031
LU ,0.07031
LV,0.07031
NL,0.07031
NO,0.07031
PL,0.07031
PT ,0.07031
RO,0.07031
SE,0.07031
SI,0.07031
SK ,0.07031
UK,0.07031
