node,WACC
AT,0.10318
BE,0.10318
BG,0.10318
CH,0.10318
CZ,0.10318
DE,0.10318
DK,0.10318
EE ,0.10318
EL ,0.10318
ES ,0.10318
FI,0.10318
FR,0.10318
HR ,0.10318
HU,0.10318
IE,0.10318
IT,0.10318
LT ,0.10318
LU ,0.10318
LV,0.10318
NL,0.10318
NO,0.10318
PL,0.10318
PT ,0.10318
RO,0.10318
SE,0.10318
SI,0.10318
SK ,0.10318
UK,0.10318
