node,WACC
AT,0.04201
BE,0.04201
BG,0.04201
CH,0.04201
CZ,0.04201
DE,0.04201
DK,0.04201
EE ,0.04201
EL ,0.04201
ES ,0.04201
FI,0.04201
FR,0.04201
HR ,0.04201
HU,0.04201
IE,0.04201
IT,0.04201
LT ,0.04201
LU ,0.04201
LV,0.04201
NL,0.04201
NO,0.04201
PL,0.04201
PT ,0.04201
RO,0.04201
SE,0.04201
SI,0.04201
SK ,0.04201
UK,0.04201
