node,WACC
AT,0.0809
BE,0.0809
BG,0.0809
CH,0.0809
CZ,0.0809
DE,0.0809
DK,0.0809
EE ,0.0809
EL ,0.0809
ES ,0.0809
FI,0.0809
FR,0.0809
HR ,0.0809
HU,0.0809
IE,0.0809
IT,0.0809
LT ,0.0809
LU ,0.0809
LV,0.0809
NL,0.0809
NO,0.0809
PL,0.0809
PT ,0.0809
RO,0.0809
SE,0.0809
SI,0.0809
SK ,0.0809
UK,0.0809
