node,WACC
AT,0.06584
BE,0.06584
BG,0.06584
CH,0.06584
CZ,0.06584
DE,0.06584
DK,0.06584
EE ,0.06584
EL ,0.06584
ES ,0.06584
FI,0.06584
FR,0.06584
HR ,0.06584
HU,0.06584
IE,0.06584
IT,0.06584
LT ,0.06584
LU ,0.06584
LV,0.06584
NL,0.06584
NO,0.06584
PL,0.06584
PT ,0.06584
RO,0.06584
SE,0.06584
SI,0.06584
SK ,0.06584
UK,0.06584
