node,WACC
AT,0.05954
BE,0.05954
BG,0.05954
CH,0.05954
CZ,0.05954
DE,0.05954
DK,0.05954
EE ,0.05954
EL ,0.05954
ES ,0.05954
FI,0.05954
FR,0.05954
HR ,0.05954
HU,0.05954
IE,0.05954
IT,0.05954
LT ,0.05954
LU ,0.05954
LV,0.05954
NL,0.05954
NO,0.05954
PL,0.05954
PT ,0.05954
RO,0.05954
SE,0.05954
SI,0.05954
SK ,0.05954
UK,0.05954
